shoulder_x,shoulder_y,shoulder_z,elbow_x,elbow_y,elbow_z,wrist_x,wrist_y,wrist_z,label
-0.4603265497645954,0.1688285168597108,-0.5368978422696051,0.25133138015360057,0.022228872029996127,0.8708559118396613,0.23275255891851554,0.3121314097214636,0.5255838040148892,1.0
-0.8142351798557577,0.48213409127653395,-0.7993148107131065,0.604108005814785,0.32457936900162254,0.9963073057417293,0.545509369123865,0.2310533871866911,-0.20148045023776895,1.0
-0.0806652093815825,0.5725953324985578,0.4004727797880241,-0.4624682147287189,0.9365757014310381,-0.41862238144069464,-0.8191612481217816,-0.2829850077792613,0.32692339801917747,1.0
-0.4284267654780092,0.13440771057330192,0.03858900415911082,0.11406846036888751,0.8268584964111465,-0.9611169440290179,0.3205928626713852,0.13828587070586318,-0.00645820818820475,1.0
-0.7495046231374931,0.13831932296768823,-0.22842379989621597,-0.3236715720039831,-0.03556015570822191,0.515470768236163,0.4738427846254818,-0.7306607432754595,0.514391099269593,1.0
-0.9253201315142165,-0.7983486785667362,0.6393727041358412,-0.4521302603042854,0.784190501649729,0.18592404728502987,-0.4955714490851393,0.918552560492975,-0.257892958990507,1.0
-0.7806027185544084,-0.490658042128187,-0.3134343862838689,0.08367211891158588,-0.8889015478656874,-0.5851397093277786,-0.15575729076715827,0.5381367833703246,-0.41419489846129176,1.0
-0.8392231797655703,-0.3120964053158348,0.3857890829314823,0.05215100114357529,0.9101756872992623,0.14972898383924527,-0.812040551966887,-0.41195021199808823,0.33881914179905426,1.0
0.817634388006734,-0.38089684426068127,-0.42866853227781054,0.06238732872060271,0.9333352156600097,-0.5427384105332946,-0.5529878765106824,-0.2593138009943643,-0.26700605151303547,1.0
-0.7534766667789572,0.13346673983225932,0.37326531039049504,0.5330445442754734,-0.4412683580736001,-0.7802870002361773,-0.36347472833711936,-0.22116552131340095,-0.19965521012224263,1.0
0.9639298599325934,0.5743864719733887,-0.22049749794566198,-0.9412016856797456,-0.7089140272251895,0.3212436137611663,-0.7127986481782458,-0.6941074706162129,0.7394538139091393,1.0
0.07013009918044988,0.05735050502452865,0.8470017663501184,-0.7123297333051284,0.05808903432176282,0.8203385181592953,0.7325383356275164,0.4641065720677635,0.48446047103779644,1.0
-0.8417933385677641,-0.2366528994728212,-0.5368843320109311,0.4399239490120477,-0.23106145232923847,-0.31194125973324693,0.6891426054685401,-0.08290970093128891,-0.1592089827236569,0.0
-0.12612827571861973,-0.006763335086354072,-0.39019337422047395,0.15612531126169982,-0.43831953431944215,-0.2210130949492115,0.3106232361507846,-0.21063089946599445,-0.3997610317720952,1.0
0.1905032187939164,-0.053381560084103885,0.8957694201607491,0.879287295585818,-0.5419573134037323,0.7583590876044042,-0.4572940058611381,0.4927545995219411,0.6309839252496865,1.0
-0.8390980108364587,-0.6963105878638394,-0.8356236712561524,-0.23903240671602388,-0.6054093973324048,-0.13946930067953422,-0.6743069853482686,-0.5732888445600948,-0.9647267833776125,1.0
0.4061785771737092,-0.9197202197520689,0.9082820430811003,0.9529632316157925,0.27591266125389247,0.19516032006044215,0.4585963998492999,0.12184534306122385,0.5284342355228435,1.0
-0.8898817181458287,0.13000072429291976,0.5037776362278408,-0.13202597439220898,-0.24225744816309613,-0.8440697069447842,-0.8270694779120435,0.40259764024178857,-0.47411029505023294,1.0
-0.5498763154110928,-0.49289519928154735,-0.9931557349281519,0.9973818320827359,0.11300501613593728,0.6568460936431302,0.7849519636622193,-0.8491431030040715,0.3840346879957359,1.0
0.4685450039912684,-0.37539483365095716,0.2647125165187234,-0.5821589416383031,0.8400601929264111,0.2570107989335275,-0.5455288585022382,-0.8354321234980557,0.17975997998593995,1.0
-0.11457482223089777,0.6674686879469083,0.296068706287131,0.7808298749980238,-0.4171587322410448,0.42629350882421924,-0.3356246257384552,-0.5754794306100488,0.6739019440141745,1.0
0.7036471263100059,0.940776391551227,-0.6715860762163584,0.9021385550805032,0.9198762133999436,0.5630857923657782,0.5804157424288856,0.5691486632696525,0.22136097629631113,1.0
-0.8564351207139389,-0.0829349146429883,-0.7190229750615136,0.7008255396053951,0.6154452003061539,-0.85496959786832,-0.22430226192820468,-0.4595475017335142,-0.49034963511552143,1.0
0.6777367262022462,-0.6987732581283463,0.3675288903932896,-0.0036162644469517335,-0.02784242698839101,-0.4968071117200743,0.17999298925042106,0.22224907122154702,-0.7060659764219643,1.0
